Summary,Temperature (C),Humidity,Wind Speed (km/h)
Foggy,-5.027777778,0.92,3.1556
Foggy,-5.027777778,0.92,3.1234
Foggy,-4.944444444,0.93,5.796
Foggy,-5.027777778,0.92,4.6851
Foggy,-5.027777778,0.92,3.1556
Foggy,-4.983333333,0.93,2.0769
Foggy,-5.027777778,0.92,0.1288
Foggy,-5.027777778,0.92,4.7012
Foggy,-3.961111111,0.87,1.2075
Foggy,-3.983333333,0.92,3.22
Foggy,-3.938888889,0.92,0.1288
Foggy,-3.861111111,0.93,3.2039
Foggy,-3.916666667,0.92,3.22
Foggy,-3.916666667,0.92,3.22
Foggy,-3.938888889,0.92,3.22
Foggy,-3.938888889,0.92,3.1878
Foggy,-3.938888889,0.92,0.1288
Overcast,-3.938888889,0.92,4.83
Overcast,-3.938888889,0.92,3.22
Overcast,-3.938888889,0.92,3.22
Overcast,-3.922222222,0.93,3.2039
Overcast,-3.938888889,0.92,0
Overcast,-3.938888889,0.92,3.22
Overcast,-4.366666667,0.9,3.0751
Overcast,-3.938888889,0.88,2.9785
Overcast,-3.938888889,0.88,3.22
Overcast,-3.938888889,0.9,5.2325
Overcast,-3.983333333,0.85,0.1288
Overcast,-3.983333333,0.85,4.7012
Overcast,-3.938888889,0.87,3.1395
Overcast,-3.983333333,0.85,4.6851
Overcast,-3.916666667,0.85,0
Overcast,-3.833333333,0.87,4.83
Overcast,-3.894444444,0.85,4.7656
Overcast,-3.822222222,0.85,7.7924
Overcast,-3.794444444,0.82,8.2593
Overcast,-3.8,0.84,7.8407
Overcast,-3.85,0.79,9.3702
Overcast,-3.811111111,0.81,9.6117
Overcast,-4.911111111,0.85,9.3863
Overcast,-4.933333333,0.85,8.05
Overcast,-4.833333333,0.86,5.2808
Overcast,-4.933333333,0.85,8.05
Overcast,-4.422222222,0.84,6.44
Overcast,-4.427777778,0.86,6.6493
Overcast,-4.444444444,0.85,6.44
Overcast,-4.444444444,0.85,3.22
Overcast,-3.483333333,0.86,2.576
Overcast,-4.444444444,0.88,3.22
Overcast,-4.444444444,0.88,3.22
Overcast,-3.938888889,0.85,3.22
Overcast,-3.938888889,0.85,8.05
Overcast,-3.938888889,0.85,4.83
Overcast,-3.961111111,0.85,3.22
Mostly Cloudy,-4.005555556,0.85,3.22
Mostly Cloudy,-3.933333333,0.85,4.83
Overcast,-3.788888889,0.86,4.9749
Overcast,-2.805555556,0.79,8.05
Mostly Cloudy,-2.711111111,0.78,4.7334
Mostly Cloudy,-2.722222222,0.79,8.0017
Mostly Cloudy,-2.733333333,0.78,4.7495
Mostly Cloudy,-2.783333333,0.79,7.5026
Overcast,-2.872222222,0.79,7.2289
Overcast,-2.85,0.79,4.83
Overcast,-2.85,0.79,3.22
Overcast,-2.916666667,0.81,4.8944
Overcast,-2.85,0.85,0
Overcast,-3.405555556,0.86,6.44
Overcast,-3.372222222,0.86,5.957
Overcast,-3.377777778,0.85,6.2951
Overcast,-3.377777778,0.85,11.0446
Overcast,-4.211111111,0.89,4.6046
Overcast,-3.377777778,0.85,6.4239
Overcast,-3.427777778,0.86,6.2951
Overcast,-3.605555556,0.86,6.1663
Overcast,-2.916666667,0.79,3.0751
Overcast,-2.916666667,0.79,4.7656
Foggy,-3.816666667,0.92,9.7244
Foggy,-3.961111111,0.85,9.499
Foggy,-3.938888889,0.92,11.0124
Foggy,-2.827777778,0.87,9.6278
Foggy,-2.85,0.85,7.7924
Foggy,-2.827777778,0.85,7.6797
Foggy,-2.677777778,0.86,4.186
Foggy,-2.827777778,0.85,7.5187
Overcast,-2.85,0.79,7.6797
Overcast,-2.75,0.81,5.3291
Overcast,-2.872222222,0.79,7.7924
Overcast,-2.894444444,0.79,4.83
Overcast,-2.844444444,0.81,5.2003
Overcast,-2.894444444,0.79,4.83
Overcast,-3.405555556,0.82,3.22
Overcast,-3.361111111,0.87,9.2253
Overcast,-3.377777778,0.85,3.22
Overcast,-3.888888889,0.88,6.279
Overcast,-4.261111111,0.92,4.3309
Overcast,-4.4,0.85,10.8997
Overcast,-4.444444444,0.89,6.1502
Overcast,-4.261111111,0.89,6.2468
Overcast,-4.377777778,0.88,6.2307
Overcast,-3.866666667,0.84,4.7656
Overcast,-3.888888889,0.85,1.127
Overcast,-3.888888889,0.85,7.8407
Overcast,-3.866666667,0.84,3.3649
Overcast,-3.872222222,0.85,7.2933
Overcast,-3.866666667,0.85,4.5563
Overcast,-3.844444444,0.85,6.4078
Overcast,-3.85,0.86,7.3577
Overcast,-3.794444444,0.84,4.7656
Overcast,-3.844444444,0.85,7.4865
Overcast,-3.872222222,0.86,1.0143
Overcast,-3.866666667,0.85,0
Overcast,-3.866666667,0.85,3.22
Overcast,-3.872222222,0.86,3.6225
Overcast,-3.866666667,0.85,3.22
Overcast,-3.866666667,0.84,0
Foggy,-3.872222222,0.89,2.1091
Overcast,-4.377777778,0.92,3.3005
Overcast,-4.377777778,0.92,6.44
Overcast,-4.783333333,0.89,2.9302
Overcast,-4.377777778,0.92,2.9624
Overcast,-4.377777778,0.92,6.0214
Overcast,-4.388888889,0.92,2.2057
Overcast,-3.938888889,0.85,4.6046
Overcast,-3.938888889,0.85,1.5295
Overcast,-3.977777778,0.86,7.1645
Overcast,-3.938888889,0.85,0.1932
Overcast,-3.938888889,0.85,2.2862
Overcast,-3.961111111,0.86,8.372
Overcast,-3.916666667,0.84,7.9051
Overcast,-3.894444444,0.85,4.83
Overcast,-3.811111111,0.85,1.8998
Overcast,-3.894444444,0.85,1.6583
Overcast,-3.894444444,0.84,3.3327
Overcast,-3.877777778,0.85,0.6118
Overcast,-3.916666667,0.85,0.1449
Overcast,-3.916666667,0.84,4.4275
Overcast,-3.911111111,0.86,1.1914
Overcast,-4.933333333,0.92,0.3864
Overcast,-4.422222222,0.84,3.1395
Overcast,-4.377777778,0.86,2.4955
Overcast,-4.933333333,0.88,3.0751
Overcast,-4.933333333,0.88,3.2361
Foggy,-5.294444444,0.92,4.508
Overcast,-4.933333333,0.88,5.6511
Overcast,-4.955555556,0.88,2.9141
Overcast,-4.911111111,0.89,7.9534
Overcast,-4.955555556,0.84,4.5241
Overcast,-5.005555556,0.85,5.0232
Overcast,-5.038888889,0.86,8.0983
Foggy,-5.005555556,0.85,7.7763
Overcast,-5.027777778,0.85,4.7817
Foggy,-4.988888889,0.86,10.4167
Foggy,-5.027777778,0.85,4.7012
Foggy,-4.977777778,0.85,9.2253
Foggy,-4.955555556,0.92,8.6618
Foggy,-5.027777778,0.92,3.381
Foggy,-5.027777778,0.92,7.7763
Foggy,-5.027777778,0.93,9.2897
Foggy,-5.072222222,0.92,4.5563
Foggy,-5.072222222,0.92,4.7173
Foggy,-5.061111111,0.86,4.1055
Foggy,-5.116666667,0.85,4.7173
Foggy,-5.627777778,0.92,6.0214
Foggy,-5.1,0.9,3.8801
Foggy,-5.577777778,0.92,6.1019
Mostly Cloudy,3.355555556,0.85,17.0499
Overcast,5.5,0.87,13.3791
Mostly Cloudy,3.4,0.89,14.3451
Overcast,4.422222222,0.85,17.2109
Mostly Cloudy,4.516666667,0.86,17.1465
Mostly Cloudy,4.538888889,0.82,14.3612
Overcast,5.094444444,0.82,20.4953
Mostly Cloudy,5.166666667,0.77,20.2216
Overcast,5.138888889,0.82,21.8799
Overcast,6.183333333,0.8,16.1322
Overcast,7.144444444,0.81,20.0123
Overcast,7.222222222,0.8,14.4578
Overcast,7.266666667,0.8,10.9963
Overcast,7.794444444,0.84,13.1537
Overcast,7.755555556,0.84,9.4185
Overcast,7.194444444,0.86,9.9015
Overcast,7.211111111,0.88,9.4829
Overcast,6.155555556,0.93,4.4114
Overcast,6.111111111,0.86,4.7012
Overcast,6.116666667,0.88,9.7888
Overcast,3.961111111,0.92,4.8944
Overcast,4.516666667,0.89,6.5688
Overcast,4.055555556,0.92,6.9552
Overcast,5.094444444,0.89,17.3397
Foggy,-5.605555556,0.92,3.0751
Overcast,-5.477777778,0.86,5.3774
Foggy,-5.605555556,0.92,3.0751
Foggy,-5.555555556,0.92,2.9785
Overcast,-5.038888889,0.89,2.2379
Foggy,-5.094444444,0.92,3.059
Foggy,-5.072222222,0.92,0
Foggy,-5.127777778,0.93,4.0733
Foggy,-5.027777778,0.92,1.5295
Foggy,-4.027777778,0.85,2.9785
Foggy,-4.055555556,0.92,3.381
Foggy,-4.027777778,0.92,3.1234
Overcast,-4.027777778,0.85,9.0321
Overcast,-3.994444444,0.86,6.3756
Foggy,-4.027777778,0.84,4.6851
Foggy,-4.027777778,0.84,3.3488
Overcast,-4.005555556,0.81,9.1287
Overcast,-4.05,0.79,9.0965
Overcast,-5.072222222,0.84,9.0804
Overcast,-4.933333333,0.86,8.7584
Overcast,-5.138888889,0.82,9.0965
Overcast,-5.138888889,0.82,6.1502
Overcast,-5.055555556,0.83,6.4078
Overcast,-5.672222222,0.85,10.8675
Overcast,-5.672222222,0.89,5.8282
Overcast,-5.111111111,0.85,4.2665
Overcast,-5.6,0.85,6.0375
Overcast,-5.6,0.85,6.1985
Overcast,-6.044444444,0.89,5.6994
Overcast,-6.111111111,0.88,2.7209
Overcast,-6.161111111,0.89,1.6583
Overcast,-6.066666667,0.89,3.3005
Overcast,-6.088888889,0.88,4.5563
Overcast,-6.088888889,0.88,0.1288
Overcast,-5.088888889,0.83,0.9177
Overcast,-5.05,0.82,0.2737
Overcast,-5.05,0.82,1.4973
Overcast,-5.011111111,0.83,4.7334
Overcast,-5.05,0.85,4.4597
Overcast,-5.05,0.85,1.7066
Overcast,-5.011111111,0.85,2.3023
Overcast,-5.05,0.85,0
Overcast,-5.05,0.85,0
Overcast,-5.027777778,0.85,5.152
Overcast,-5.072222222,0.85,0
Overcast,-5.072222222,0.88,0
Overcast,-5.027777778,0.89,6.44
Foggy,-5.072222222,0.88,0
Overcast,5.627777778,0.86,17.0821
Clear,1.533333333,0.9,11.109
Overcast,6.111111111,0.79,20.3343
Overcast,5.511111111,0.79,17.4363
Partly Cloudy,4.505555556,0.76,19.4166
Mostly Cloudy,2.822222222,0.82,20.0445
Partly Cloudy,2.266666667,0.79,12.7834
Partly Cloudy,2.272222222,0.8,21.6545
Partly Cloudy,2.733333333,0.77,15.617
Partly Cloudy,5,0.7,20.2055
Partly Cloudy,6.105555556,0.65,23.4094
Clear,7.25,0.6,28.98
Partly Cloudy,7.822222222,0.58,27.048
Partly Cloudy,7.861111111,0.57,24.5686
Partly Cloudy,7.844444444,0.58,20.8817
Partly Cloudy,7.266666667,0.6,16.3737
Partly Cloudy,5.233333333,0.69,13.9587
Partly Cloudy,5.022222222,0.7,17.3558
Clear,2.933333333,0.82,16.1161
Clear,2.894444444,0.83,16.583
Clear,2.311111111,0.85,15.7941
Clear,2.266666667,0.82,14.7637
Clear,1.922222222,0.85,14.7154
Clear,1.266666667,0.85,14.4578
Clear,1.266666667,0.85,14.4095
Clear,-1.966666667,0.89,7.4382
Clear,0.666666667,0.89,14.2163
Clear,0.55,0.89,14.007
Clear,0.261111111,0.89,11.4954
Clear,0.116666667,0.89,11.0124
Partly Cloudy,-0.994444444,0.88,9.5956
Partly Cloudy,-1.016666667,0.92,11.0446
Partly Cloudy,-0.027777778,0.85,12.3165
Mostly Cloudy,1.155555556,0.78,10.8192
Mostly Cloudy,2.361111111,0.79,15.5043
Partly Cloudy,4.027777778,0.76,14.007
Partly Cloudy,6.205555556,0.69,15.4721
Partly Cloudy,7.261111111,0.56,14.329
Partly Cloudy,7.222222222,0.6,17.0821
Partly Cloudy,6.155555556,0.6,12.5258
Partly Cloudy,4.111111111,0.64,10.9319
Partly Cloudy,2.194444444,0.72,9.1126
Clear,1.038888889,0.78,12.7995
Clear,1.922222222,0.75,13.7494
Clear,-0.211111111,0.82,9.338
Clear,-0.138888889,0.82,5.7477
Clear,-0.988888889,0.85,3.9928
Clear,-1.805555556,0.88,3.22
Clear,-2.361111111,0.88,3.5259
Foggy,-1.188888889,0.92,5.0232
Clear,-2.894444444,0.88,2.8497
Clear,-3.444444444,0.88,3.22
Clear,-2.888888889,0.85,3.3488
Clear,-2.983333333,0.85,0.2898
Clear,-3.955555556,0.85,0.1449
Partly Cloudy,-4.788888889,0.92,3.8318
Partly Cloudy,-2.916666667,0.86,1.4812
Partly Cloudy,-0.016666667,0.83,0.3864
Partly Cloudy,2.216666667,0.81,4.1538
Partly Cloudy,5.972222222,0.71,0.6118
Partly Cloudy,6.133333333,0.7,5.1037
Partly Cloudy,6.922222222,0.68,5.8443
Mostly Cloudy,7.105555556,0.66,9.5473
Mostly Cloudy,6.016666667,0.7,8.0017
Mostly Cloudy,4.966666667,0.77,9.5312
Mostly Cloudy,3.888888889,0.82,4.8783
Mostly Cloudy,3.772222222,0.82,9.4829
Mostly Cloudy,3.705555556,0.77,11.2378
Mostly Cloudy,2.572222222,0.83,10.8353
Partly Cloudy,1.555555556,0.85,10.6904
Partly Cloudy,0.772222222,0.9,6.9713
Partly Cloudy,0.027777778,0.89,6.2629
Clear,-0.477777778,0.92,6.4239
Mostly Cloudy,2.9,0.93,10.1752
Foggy,-1.155555556,0.92,6.2146
Foggy,-1.566666667,0.92,6.0214
Foggy,-1.238888889,0.96,6.1502
Foggy,-0.994444444,0.92,9.3863
Mostly Cloudy,-0.994444444,0.92,8.0017
Mostly Cloudy,-0.933333333,0.93,11.0768
Partly Cloudy,-1.038888889,0.92,8.2593
Partly Cloudy,1.205555556,0.85,13.0088
Partly Cloudy,3.961111111,0.77,14.4739
Partly Cloudy,6.116666667,0.65,20.608
Partly Cloudy,7.222222222,0.65,23.6187
Mostly Cloudy,7.916666667,0.67,22.5561
Mostly Cloudy,7.8,0.68,26.4201
Mostly Cloudy,7.266666667,0.73,22.9425
Mostly Cloudy,6.15,0.77,16.6474
Mostly Cloudy,4.072222222,0.82,9.821
Mostly Cloudy,4.072222222,0.82,11.1895
Overcast,4.077777778,0.83,10.948
Overcast,4.05,0.82,12.5097
Overcast,4.511111111,0.8,10.7226
Overcast,4.005555556,0.83,6.5044
Overcast,3.538888889,0.89,6.6976
Overcast,3.538888889,0.92,6.2629
Overcast,4.405555556,0.9,4.7012
Overcast,4.116666667,0.92,10.9319
Overcast,4.627777778,0.92,6.5688
Overcast,4.583333333,0.93,6.9069
Foggy,5.161111111,0.93,9.5151
Foggy,5.161111111,0.93,7.2933
Foggy,5.105555556,0.93,9.2414
Foggy,5.138888889,0.93,10.143
Foggy,5.138888889,0.93,7.1001
Foggy,5.938888889,0.94,6.0375
Foggy,7.15,0.93,4.3631
Foggy,7.15,0.93,0.6601
Foggy,7.027777778,0.94,0.1127
Overcast,7.15,0.93,7.406
Overcast,7.15,0.86,7.406
Overcast,6.977777778,0.88,8.8389
Overcast,6.061111111,0.93,3.7996
Foggy,6.038888889,0.93,5.313
Overcast,6.066666667,0.93,10.948
Foggy,5.022222222,0.93,11.0607
Foggy,4.488888889,0.96,11.0124
Overcast,4.594444444,0.95,13.2986
Overcast,4.444444444,0.92,10.787
Overcast,4.372222222,0.92,6.0053
Overcast,4.088888889,0.93,4.9105
Overcast,4.277777778,0.89,6.1502
Overcast,4.183333333,0.89,0.8533
Overcast,4.255555556,0.93,2.6082
Foggy,3.744444444,0.92,3.22
Foggy,3.794444444,0.92,4.4436
Foggy,3.855555556,0.92,0.4186
Foggy,3.816666667,1,7.406
Foggy,4.883333333,0.93,7.7602
Foggy,4.888888889,0.94,8.9999
Foggy,5,0.93,4.0733
Foggy,5.072222222,0.93,0.7567
Foggy,5.155555556,0.93,7.3094
Foggy,5.072222222,0.93,12.558
Foggy,5.072222222,0.93,11.1734
Foggy,5.238888889,0.87,4.025
Foggy,3.033333333,0.95,7.084
Foggy,3.011111111,0.96,4.4597
Foggy,4.255555556,0.92,4.4436
Foggy,3.933333333,1,9.4185
Foggy,3.933333333,0.96,6.3434
Foggy,4.111111111,0.95,2.6565
Foggy,3.938888889,0.92,2.576
Partly Cloudy,0.555555556,0.89,14.1519
Clear,2.522222222,0.76,17.4041
Mostly Cloudy,0.788888889,0.89,14.1841
Mostly Cloudy,0.738888889,0.92,10.787
Mostly Cloudy,1.477777778,0.92,11.2861
Overcast,3.866666667,0.82,15.9873
Breezy and Overcast,4.927777778,0.86,32.2483
Mostly Cloudy,4.911111111,0.87,28.3521
Breezy and Mostly Cloudy,6.138888889,0.79,32.8279
Windy and Partly Cloudy,7.733333333,0.71,40.2983
Windy and Partly Cloudy,8.833333333,0.65,47.5272
Windy and Partly Cloudy,8.933333333,0.63,44.3877
Windy and Partly Cloudy,10.02222222,0.58,44.2106
Windy and Mostly Cloudy,10.05,0.53,47.2857
Windy and Partly Cloudy,10.04444444,0.5,43.5988
Windy and Partly Cloudy,8.933333333,0.54,45.6113
Breezy and Partly Cloudy,8.044444444,0.61,36.9334
Windy and Partly Cloudy,7.266666667,0.6,40.8457
Breezy and Partly Cloudy,7.194444444,0.6,34.4379
Breezy and Partly Cloudy,6.194444444,0.68,31.6848
Breezy,6.083333333,0.65,29.9138
Clear,5.555555556,0.67,28.0945
Clear,4.427777778,0.73,26.0981
Clear,3.883333333,0.73,25.0516
Foggy,0.061111111,0.96,3.0429
Foggy,6.177777778,0.99,5.5384
Mostly Cloudy,0.661111111,1,3.22
Foggy,1.216666667,0.96,2.8336
Foggy,1.255555556,0.99,3.9123
Clear,1.166666667,0.92,0.3864
Clear,1.216666667,0.99,3.4615
Clear,2.638888889,0.93,5.474
Partly Cloudy,2.888888889,1,3.5581
Clear,5.061111111,0.99,7.8407
Mostly Cloudy,7.438888889,0.92,8.7262
Mostly Cloudy,8.883333333,0.89,9.5312
Mostly Cloudy,10.03888889,0.86,8.05
Overcast,11.33888889,0.83,8.5974
Overcast,12.07777778,0.86,9.6922
Mostly Cloudy,12.61111111,0.73,12.2199
Mostly Cloudy,12.02222222,0.74,12.236
Mostly Cloudy,11.01666667,0.78,7.3738
Mostly Cloudy,9.972222222,0.86,8.9194
Mostly Cloudy,9.972222222,0.86,8.8228
Overcast,9.861111111,0.87,8.8389
Overcast,8.838888889,0.93,6.1341
Overcast,8.372222222,0.95,6.1341
Overcast,8.188888889,0.96,6.0214
Mostly Cloudy,7.611111111,0.96,6.44
Partly Cloudy,7.127777778,0.97,6.44
Foggy,6.555555556,0.96,3.22
Foggy,6.527777778,0.96,2.7853
Foggy,6.583333333,0.97,1.8354
Foggy,6.061111111,0.96,3.1556
Foggy,6.083333333,1,0.8211
Foggy,6.222222222,0.93,2.4794
Foggy,6.111111111,1,2.6887
Foggy,7.2,1,6.9391
Foggy,7.4,0.99,3.2683
Foggy,7.777777778,1,0.4347
Foggy,8.888888889,0.93,4.5241
Foggy,9.083333333,0.93,1.3363
Foggy,8.838888889,0.93,4.4597
Foggy,8.888888889,0.93,0.1288
Foggy,8.983333333,0.93,3.6708
Foggy,8.866666667,0.93,3.1073
Foggy,7.85,0.99,0.5152
Foggy,8.355555556,0.96,3.9928
Foggy,7.777777778,1,0.2898
Foggy,7.755555556,1,1.9964
Foggy,8.288888889,0.96,3.059
Foggy,7.733333333,1,6.1341
Foggy,7.755555556,1,6.1985
Foggy,7.788888889,0.96,5.8926
Foggy,7.2,1,2.2862
Foggy,7.177777778,1,6.6654
Mostly Cloudy,6.694444444,0.99,13.5079
Foggy,5.427777778,1,5.9731
Foggy,5.355555556,0.96,10.465
Foggy,5.722222222,1,9.8371
Foggy,5.866666667,1,7.5509
Foggy,5.888888889,1,7.9695
Foggy,6.033333333,0.94,7.6797
Foggy,6.277777778,0.99,12.1072
Foggy,7.55,0.98,14.0875
Overcast,9,0.88,14.1841
Mostly Cloudy,9.233333333,0.87,16.0678
Clear,9.166666667,0.87,15.7136
Clear,9.316666667,0.85,16.8889
Clear,7.977777778,0.95,17.2431
Clear,7.888888889,0.95,15.9551
Clear,8.027777778,0.95,15.5204
Clear,7.333333333,0.99,15.939
Mostly Cloudy,7.311111111,0.93,14.329
Mostly Cloudy,7.8,0.93,16.7762
Mostly Cloudy,7.85,0.89,14.2324
Mostly Cloudy,7.338888889,0.89,17.0177
Mostly Cloudy,5.966666667,0.89,10.5777
Overcast,7.777777778,0.87,10.2879
Overcast,7.266666667,0.87,10.2235
Overcast,6.761111111,0.9,2.6565
Overcast,6.25,0.93,7.0518
Overcast,6.227777778,0.93,2.8819
Overcast,6.255555556,0.99,7.7924
Overcast,6.227777778,0.93,9.1448
Overcast,6.25,1,7.0518
Overcast,7.211111111,0.94,5.0071
Overcast,7.266666667,0.93,9.2897
Overcast,7.266666667,0.93,8.2271
Overcast,7.261111111,0.99,12.6385
Overcast,7.288888889,1,15.9712
Overcast,7.288888889,0.99,14.2002
Overcast,7.327777778,0.99,16.1644
Overcast,7.288888889,0.93,20.1089
Overcast,7.288888889,0.93,20.1733
Overcast,7.305555556,0.93,19.3361
Overcast,7.266666667,0.92,20.1089
Overcast,6.733333333,0.92,19.8352
Overcast,6.705555556,0.93,13.7494
Overcast,6.644444444,0.92,17.0821
Mostly Cloudy,6.133333333,0.92,11.6081
Partly Cloudy,2.533333333,0.94,3.4937
Mostly Cloudy,6.133333333,0.82,20.5436
Mostly Cloudy,6.133333333,0.82,20.9461
Mostly Cloudy,5.644444444,0.82,20.0123
Partly Cloudy,5.094444444,0.85,20.3826
Partly Cloudy,5.072222222,0.85,17.4685
Partly Cloudy,5.016666667,0.85,16.9533
Partly Cloudy,6.161111111,0.85,15.6975
Partly Cloudy,7.777777778,0.83,22.2985
Partly Cloudy,9.916666667,0.75,24.5364
Partly Cloudy,10.07222222,0.7,25.4058
Partly Cloudy,11.18333333,0.65,20.8012
Partly Cloudy,12.11111111,0.64,16.5186
Partly Cloudy,12.26666667,0.57,12.2521
Partly Cloudy,12.22222222,0.6,10.7387
Partly Cloudy,12.18888889,0.55,8.2271
Partly Cloudy,8.977777778,0.7,3.1878
Partly Cloudy,7.266666667,0.73,4.5885
Clear,5.238888889,0.85,3.703
Clear,3.961111111,0.92,3.3649
Clear,4.422222222,0.89,3.4132
Clear,3.505555556,0.92,9.5956
Clear,2.8,0.92,6.3917
Clear,2.288888889,0.92,6.5849
Mostly Cloudy,5.633333333,0.9,10.8836
Partly Cloudy,1.733333333,0.96,6.3917
Partly Cloudy,1.183333333,0.96,6.3756
Partly Cloudy,1.855555556,0.96,10.8514
Mostly Cloudy,2.288888889,0.92,9.7888
Mostly Cloudy,1.272222222,0.92,9.5634
Clear,2.211111111,0.93,11.9784
Clear,2.872222222,0.96,8.1949
Clear,6.038888889,0.86,11.0446
Mostly Cloudy,7.611111111,0.83,11.8013
Overcast,8.85,0.77,14.2163
Overcast,9.961111111,0.76,11.2056
Overcast,10.78888889,0.68,11.0607
Overcast,10.95555556,0.67,9.4346
Clear,9.861111111,0.78,9.2414
Overcast,8.905555556,0.82,4.7012
Overcast,7.755555556,0.89,4.5241
Overcast,7.711111111,0.9,5.152
Overcast,7.844444444,0.91,16.261
Overcast,7.2,0.93,14.5544
Overcast,6.688888889,0.95,14.3129
Overcast,6.188888889,0.96,13.7011
Overcast,6.088888889,0.93,13.9909
Overcast,6.066666667,0.93,14.2485
Overcast,5.061111111,0.87,13.4113
Overcast,5.533333333,0.89,17.3397
Mostly Cloudy,4.95,0.86,17.227
Mostly Cloudy,3.994444444,0.89,13.8943
Mostly Cloudy,2.311111111,0.92,14.2646
Partly Cloudy,1.338888889,0.92,10.0142
Mostly Cloudy,2.333333333,0.92,9.7888
Partly Cloudy,2.872222222,0.95,9.5634
Partly Cloudy,4.955555556,0.86,12.5902
Partly Cloudy,5.488888889,0.83,7.2128
Mostly Cloudy,7.105555556,0.74,0.5957
Mostly Cloudy,7.688888889,0.72,2.5599
Mostly Cloudy,7.572222222,0.76,3.3649
Mostly Cloudy,7.711111111,0.72,2.5599
Mostly Cloudy,7.733333333,0.72,0.7567
Partly Cloudy,7.622222222,0.76,1.5778
Partly Cloudy,7.2,0.74,0.1449
Partly Cloudy,6.088888889,0.8,1.0787
Partly Cloudy,4.305555556,0.91,2.5438
Partly Cloudy,3.083333333,0.95,0.6923
Partly Cloudy,2.5,0.96,17.71
Mostly Cloudy,3.066666667,0.95,4.1699
Mostly Cloudy,5.488888889,0.89,11.6564
Overcast,5.461111111,0.83,14.2002
Mostly Cloudy,2.311111111,0.86,8.2754
Overcast,3.838888889,0.92,17.2914
Overcast,3.333333333,0.89,17.1465
Overcast,2.938888889,0.89,16.9855
Overcast,2.194444444,0.92,17.227
Overcast,1.105555556,0.92,17.1626
Overcast,1.15,0.92,11.8818
Overcast,1.088888889,0.92,12.5419
Overcast,2.15,0.91,12.7995
Overcast,2.172222222,0.92,12.7673
Overcast,2.733333333,0.88,11.2056
Overcast,2.755555556,0.88,9.7083
Mostly Cloudy,2.966666667,0.89,7.7924
Overcast,3.916666667,0.88,8.2271
Overcast,3.938888889,0.88,5.0393
Overcast,4.061111111,0.91,8.8711
Mostly Cloudy,3.916666667,0.91,4.8139
Partly Cloudy,3.916666667,0.92,4.7656
Clear,2.594444444,0.98,3.22
Foggy,1.322222222,0.99,7.6797
Mostly Cloudy,2.783333333,0.92,10.7548
Mostly Cloudy,2.661111111,0.89,6.6493
Mostly Cloudy,2.738888889,0.85,6.1341
Mostly Cloudy,2.161111111,0.83,16.4059
Partly Cloudy,0.122222222,0.89,14.007
Mostly Cloudy,1.65,0.82,14.2002
Mostly Cloudy,1.644444444,0.78,14.0392
Mostly Cloudy,1.033333333,0.83,11.5115
Partly Cloudy,0.583333333,0.82,13.7816
Mostly Cloudy,1.072222222,0.78,13.8621
Partly Cloudy,0.866666667,0.8,12.8478
Partly Cloudy,1.094444444,0.78,19.8191
Clear,2.711111111,0.76,20.2377
Partly Cloudy,3.761111111,0.76,17.3397
Partly Cloudy,5.005555556,0.75,20.3826
Mostly Cloudy,5.027777778,0.75,23.6187
Mostly Cloudy,5.872222222,0.66,25.599
Mostly Cloudy,6,0.66,26.3718
Partly Cloudy,7.044444444,0.61,24.472
Partly Cloudy,5.088888889,0.7,20.8173
Partly Cloudy,3.961111111,0.76,13.8299
Partly Cloudy,2.822222222,0.77,13.7494
Clear,2.222222222,0.8,14.8281
Clear,1.183333333,0.85,12.5902
Clear,0.605555556,0.89,13.8782
Clear,0.527777778,0.85,14.007
Clear,-0.016666667,0.89,13.5562
Clear,-0.6,0.88,10.8192
Clear,-0.627777778,0.92,1.0626
Partly Cloudy,-0.666666667,0.88,10.5455
Partly Cloudy,-1.688888889,0.96,6.3112
Partly Cloudy,-1.044444444,0.93,6.6976
Mostly Cloudy,-0.161111111,0.92,11.0285
Overcast,-0.161111111,0.93,9.499
Overcast,-0.038888889,0.92,7.7763
Overcast,-0.022222222,0.92,7.728
Mostly Cloudy,1.133333333,0.92,7.5831
Mostly Cloudy,2.761111111,0.89,5.2969
Mostly Cloudy,4.027777778,0.81,3.2683
Mostly Cloudy,5.205555556,0.81,5.1359
Partly Cloudy,6.25,0.78,5.0393
Partly Cloudy,7.822222222,0.75,5.4096
Clear,8.811111111,0.71,7.889
Partly Cloudy,7.905555556,0.75,6.762
Partly Cloudy,7.172222222,0.73,8.0822
Partly Cloudy,5.016666667,0.82,12.1877
Partly Cloudy,3.127777778,0.89,3.4132
Clear,2.311111111,0.85,8.1788
Partly Cloudy,0.716666667,0.91,6.5849
Partly Cloudy,1.772222222,0.91,5.9892
Partly Cloudy,0.061111111,0.92,5.8926
Clear,3.355555556,0.76,17.227
Partly Cloudy,2.361111111,0.77,12.4131
Clear,2.727777778,0.76,20.1411
Clear,1.688888889,0.78,16.9211
Clear,0.755555556,0.84,14.4095
Clear,-0.911111111,0.91,11.2217
Partly Cloudy,-0.905555556,0.87,8.372
Partly Cloudy,-1.766666667,0.94,5.6994
Partly Cloudy,1.111111111,0.78,9.2092
Clear,2.8,0.82,3.4615
Clear,4.927777778,0.66,3.3971
